Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Benin,BEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,34.76330185,37.69520187,41.48698044,39.68721008,46.19219971,47.99074936,49.98651123,50.8070488,56.85902023,58.2569313,60.34756851,64.67790222,66.25,64.19848633,64.30680084,62.36632919,62.69433975,61.62556076,61.0979805,51.25492859,58.219841,61.41460037,66.49933624,66.8944397,70.24485016,72.65390778,76.38223267,79.4296875,79.58431244,82.52926636,90.73641205,96.16322327,99.79704285,103.7222595,100.838829,101.2934036,,113.1883087,118.4339676,120.1520081,122.7260437,127.2153931,128.7371368,129.5972443,132.4682617,130.9022827,126.6443329,
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,12.20559025,12.72924042,13.05107021,13.52604008,14.11697006,14.61450958,15.07215977,15.73085022,16.36038971,17.29207993,18.48386002,20.06352997,21.83786964,23.34259033,25.56904984,27.77662086,29.78624916,30.31632996,31.49872971,32.52550125,33.72296906,34.41490936,35.47658157,36.77635956,38.83546066,40.96957016,,43.31879044,44.28435135,45.01736832,46.43783188,47.05757141,49.31103897,53.87440109,58.3271904,62.06520844,67.6690979,73.22383881,77.61482239,78.01416779,81.59490967,84.09266663,85.71858215,87.33811188,88.36633301,91.11083984,93.65296173,
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,55.41798019,51.15148163,63.23046112,74.94685364,73.11698151,77.80964661,79.12893677,73.67041016,72.44673157,71.564888,70.5358429,69.29882813,70.4850769,71.67684174,70.13665009,67.94177246,67.32615662,66.11840057,77.65033722,77.60912323,80.89054108,,,,,,,,,,,,,,,98.47080994,99.18193054,98.35791016,96.27429962,99.45609283,102.3041992,,,,,,,111.0946808,
Bulgaria,BGR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,105.8472595,104.0061035,101.8063583,99.5488205,96.18412018,98.14344025,100.2719421,102.9558716,103.4814911,101.2213898,100.5856476,103.3305969,104.4771881,106.3335724,107.063118,104.7018738,105.6285019,103.4602203,101.3104782,94.67987061,93.58479309,93.58856964,94.4729538,95.57051849,97.59458923,101.1077118,102.3114166,103.1791916,103.3355408,103.4553909,104.481102,103.3920288,104.6210098,105.0973129,103.3033829,103.3411865,106.8050385,108.8907013,109.781662,108.5333405,103.9652405,100.9310379,99.13091278,98.54190063,97.07002258,94.84792328,,
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,106.4893265,109.8236618,111.9706116,113.0048904,115.4149094,112.4263763,110.3399963,108.4435501,109.2044601,109.0933533,106.9794693,106.0514069,105.2855606,109.6343079,111.1008835,112.5088272,111.8895035,112.138031,112.7370987,110.3334122,111.4482193,107.9051285,107.6867828,106.9707794,107.6981506,107.678833,107.7314301,107.7975616,107.8930969,104.9617767,100.6757584,100.7407303,99.80986023,98.38226318,95.74597931,98.41713715,,,,,94.86897278,95.32952881,97.63889313,99.6831131,101.1673813,101.093132,100.9600372,
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.7925034,99.91925049,96.3718338,99.38990021,102.4873199,103.5296783,105.1924133,106.2818604,104.1939697,101.0055466,101.8918228,100.5073471,100.8957825,95.92394257,105.3720093,106.4868469,,,,98.27638245,95.11038208,94.46897888,95.39037323,94.61422729,95.97580719,101.2785797,98.98101044,99.4559021,96.88522339,,,94.44966888,,103.7388611,109.1664505,107.8449631,111.2136383,111.2409821,107.3562012,107.9114532,,,,,,95.34398651,,
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.3175278,100.3941803,99.4726181,98.31947327,97.91494751,97.79976654,98.65490723,100.1116104,101.3604584,103.3615417,104.4870605,105.3499527,105.7940903,106.4694366,107.2301712,108.2882919,94.30679321,94.33036804,93.57769012,93.55364227,95.63646698,95.29165649,96.91033936,96.74797821,97.59680939,98.2719574,99.30265808,101.5350037,110.6469727,112.9589767,114.2427979,111.7426682,101.7282028,99.35540771,97.82685089,98.76535034,101.1871185,104.2193604,105.2776871,103.6858368,101.4593735,99.25847626,97.86592102,98.29206848,99.55014801,101.8904266,101.6086807,
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,113.3938675,111.3638382,111.0652695,110.5651779,,107.2613678,108.4702835,108.9589462,,109.262001,106.8145294,107.5948868,108.5352173,113.290947,113.8104477,112.5246201,113.926712,113.1033096,111.5556717,112.7352982,114.7413712,113.8194885,115.0652771,117.8499908,119.6816025,123.1245117,122.2875214,,119.0418472,115.8929825,112.4040375,107.2747879,111.1668701,112.8940125,113.3220596,113.7301178,113.1636887,112.3538666,113.0202332,112.5481033,111.4087524,113.7941284,112.0314484,111.7301865,113.1385117,114.6924133,113.2828979,
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,100.3644638,98.26296234,95.89112091,96.44294739,97.14968109,100.4129791,102.099411,103.076683,96.89531708,98.09898376,97.71118164,97.65859222,97.21047974,96.00694275,96.79039001,,,,,,,,,,103.6509018,,114.5667038,,,,101.2867584,101.509201,101.6246567,100.3965836,99.1047287,97.11438751,,,,92.28388977,89.83261108,87.50518799,86.45133972,87.47599792,90.34857941,,,
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,85.02114868,84.88581085,86.42701721,88.86338806,91.04884338,95.70629883,97.89771271,94.99727631,95.90354156,97.43386841,96.57530975,98.06809998,,99.77828217,104.8645325,,102.3852997,108.4634094,,97.81337738,100.1322708,101.915863,102.461441,103.9714127,106.7830505,110.171608,112.3035278,114.2250366,115.6867218,117.9156189,117.9614487,117.2048721,117.9081802,116.1762009,115.5439377,114.9424515,113.4154434,112.6484985,111.5201263,108.0387878,104.7076111,101.4568329,99.96109009,98.64302826,97.35941315,97.1381073,97.70771027,98.63778687,
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.6453857,,150.785553,146.8277893,140.5444946,133.6963043,133.2621613,,128.1797943,132.0552063,131.1651611,,132.4966125,134.520401,113.9198227,114.2547073,112.7732925,113.9454269,,
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.3833313,100.2916183,101.3387833,98.58706665,104.6247177,107.5448914,114.5722427,116.3091736,115.1468735,101.3995514,98.14716339,98.25727844,99.78948212,105.972908,108.6961212,,,,119.4637375,114.4853134,,106.2993393,,,,,,,102.2181931,100.6580276,99.27465057,96.76938629,96.66526794,94.9681015,96.14122009,98.25029755,99.69100189,101.2316666,100.5441513,99.70517731,98.41721344,,,93.63141632,93.01157379,92.58216858,91.78674316,
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,129.6024933,133.0883026,133.8690643,131.7745819,129.5865479,124.9076996,124.4408569,125.5822983,123.9983521,107.7072525,105.5009995,105.2741776,101.8353577,102.4926529,105.1322784,104.4460373,111.2003098,110.7702026,114.1002579,118.1026306,,111.1101608,111.4810104,113.4824982,114.8173294,113.8891907,112.5698776,110.3675537,112.4804764,111.8632126,110.2006226,107.332077,107.7236862,110.6479721,111.04673,110.6403427,110.3380585,109.7576675,107.7226105,107.0075378,106.5473022,106.8634567,105.9265137,105.9774399,105.2014236,105.1266022,106.6401367,104.7800369,
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,19.62994003,19.49200058,20.82110977,,23.83167076,,28.77733994,31.24180031,31.3565197,35.07403183,45.02455139,50.2060318,52.74557877,56.57709122,58.77550125,58.57873154,53.73780823,54.48023987,56.30162811,,,51.16207886,50.57500076,55.74505997,58.48704147,62.0542984,65.67852783,68.68492126,70.46257019,72.34832001,75.39807129,78.59638214,81.5071106,84.69254303,88.32530212,91.11963654,94.30177307,97.29988861,99.9651413,103.8103104,106.5379028,108.3697205,108.4972763,102.7205582,100.2218018,97.85642242,94.97577667,92.57595825,
Botswana,BWA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,59.44041061,54.77793121,55.50366974,61.09653854,64.32408142,69.87921906,73.04218292,77.15869141,78.93068695,82.07588959,87.00981903,90.24746704,91.3510437,93.25183105,94.89112091,97.27924347,98.84208679,100.318512,101.5010529,103.3154831,103.0806122,105.3263779,103.7061234,103.3130112,103.8620682,104.5719986,106.3163376,107.63974,107.2737732,107.571991,108.0439072,109.3308411,109.4726105,109.1650391,108.5379486,108.6740189,109.1072083,108.2383804,108.1762009,109.3962936,,,110.522377,111.1421585,105.3621216,,,,
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,64.87509155,63.59931946,67.39367676,67.77584076,71.16059113,71.38453674,73.60153961,72.82157898,71.42031097,70.27960205,69.30145264,70.92028809,71.80404663,74.84706879,76.91052246,75.46916199,64.77271271,65.63516235,66.1762619,69.95806885,64.84207153,56.78271103,,,,,,,,,77.19544983,67.80579376,67.08586884,57.57312012,64.0921402,63.94665146,73.80081177,85.0197525,86.59742737,89.15866089,89.81163788,90.17286682,,,,105.6675568,,
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.3373566,100.343483,98.24411774,96.88275909,97.72769928,98.0004425,98.587677,99.10427856,99.16101074,99.21298981,98.94911194,104.6497879,104.0581512,103.4891129,103.2095566,103.4489517,103.3796921,103.4246292,103.6802368,103.6862335,103.8358536,103.0623627,102.0824814,101.2836304,101.190567,102.1876831,,99.25140381,99.70514679,100.2536087,,,,98.05034637,96.98737335,98.55751801,98.71679688,97.83892822,98.90503693,98.60861969,98.22814941,99.62857056,100.5110397,101.7714767,102.8030319,101.4339905,,
Central Europe and the Baltics,CEB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,103.1413193,103.1120834,103.9256287,103.6691132,103.6826324,102.972908,102.2674103,101.5509872,100.834938,99.94165802,98.61094666,97.7021637,98.9196167,99.77471924,100.2178879,99.91635895,98.99282837,98.54756927,97.45269775,96.36315918,94.74024963,94.34745026,94.99990845,96.10575867,97.05531311,97.46555328,98.22235107,99.1553421,99.94084167,99.27185822,99.38359833,99.51789093,99.16980743,99.00347137,99.61888885,98.71649933,98.33545685,98.52984619,98.09249115,98.49513245,98.69580841,98.51274109,99.11788177,98.55024719,98.03074646,99.98668671,101.8197632,101.9015198,
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,93.30239868,92.700737,92.068573,91.38686371,82.92932892,83.90785217,82.94886017,82.3850174,82.29994965,82.27536011,81.71511078,81.26753998,81.09181976,81.44391632,82.59368896,84.45291901,86.95954132,89.40083313,90.69782257,90.95478821,95.26705933,94.20359039,95.6908493,97.7192688,,104.9836731,105.4483337,106.2584,105.1996918,104.2233505,103.6281128,102.9643631,101.9508286,101.646019,101.7819672,102.2285233,102.537178,102.5662994,102.8426285,102.8933487,103.3478088,103.2414703,103.9466171,104.4066162,,
Channel Islands,CHI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,120.9167404,127.6456528,127.8563309,127.7467575,126.6023483,122.9938507,118.6199188,117.0186691,116.2855682,116.7478409,114.6374817,113.1591873,111.5624619,110.3966064,107.2969284,107.7579727,106.3758011,,103.1584473,103.3008423,103.6730576,103.1173477,99.77832794,99.52680969,,,99.37906647,77.88938141,103.4953918,105.4634171,105.9884033,,105.2462616,103.8990173,107.6797409,106.7953186,106.3861237,106.6349869,106.4293365,104.6323166,101.3670578,100.4414902,99.92658234,98.17578125,98.09957123,98.70303345,99.79862976,101.471199,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,107.5932007,106.2207413,107.3645325,114.4088135,118.1555634,120.9117126,121.5801163,117.0518417,111.5653305,110.5463562,111.3299103,113.0443802,112.8507233,113.02108,113.876091,118.962532,123.5326767,127.9089737,129.3656006,129.0869904,127.4280319,123.5755081,120.3098526,116.6980133,113.358902,110.5530624,107.354248,105.2564392,105.6185913,,,110.2760696,114.6623077,118.9483185,,,105.4741669,107.8935928,109.653862,109.3620911,107.4568634,105.9067001,105.2337112,103.8762283,99.20278931,99.33322906,100.8538132,102.0528717,
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,57.91656876,59.91759109,59.89818954,61.34392166,62.64387131,63.34777832,63.60802078,66.10900879,69.32498169,72.45688629,74.16114807,75.9500885,76.35034943,75.86472321,73.76081848,71.51654816,70.44090271,69.2105484,69.3155365,69.79647827,69.65270996,68.17604828,67.59588623,66.32598114,68.41449738,69.04824829,69.57611084,70.57276154,71.50215912,73.676651,73.15843201,75.3973465,75.88751984,71.4745636,,,68.33579254,68.84346771,72.77774811,72.14334106,,80.64115143,83.95464325,85.32834625,88.12072754,91.80232239,96.71212006,98.81224823,
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,92.66802979,90.05210114,90.31214905,91.34985352,93.57955933,94.94032288,93.55416107,94.66462708,95.23977661,95.66636658,98.15615845,99.14093781,101.7045364,99.94950867,100.9264984,101.9171219,103.431839,103.9650116,100.3606186,99.94875336,97.37758636,91.50418854,,84.6362915,82.51145172,75.9312973,79.59320831,81.85730743,84.46443939,86.95113373,102.9777603,103.0470276,103.2255783,107.8713226,105.9173279,104.8166275,106.8262024,106.9615936,108.9613876,110.9327927,110.088913,114.6358185,,116.2432022,119.2383575,119.1550674,113.1716614,
"Congo, Dem. Rep.",COD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,96.48990631,96.2924881,96.49925995,95.58389282,94.70076752,95.4370575,95.04273224,95.6361084,95.8536377,96.4278717,97.47238922,98.14611816,98.84024048,99.64315796,94.40772247,94.88114929,82.35024261,83.68618011,,61.77336884,79.62341309,77.50225067,78.29695129,76.2250824,80.62084961,,,65.75823975,53.3852005,,,67.00980377,,,,,93.16734314,101.5066223,100.5537262,100.0620499,101.2259598,105.5568924,106.6190033,110.2436905,108.0433731,,,
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,110.5141602,115.8650208,118.2329712,120.5966873,122.2205429,123.0933304,123.0991592,124.3390808,124.6109009,128.6024628,126.9958267,127.8551178,128.4398346,130.1887665,130.4786224,131.7121887,134.0171356,128.4739838,126.4299622,123.0834427,121.2952805,118.4903717,120.7945099,117.024498,117.6913986,110.9397125,109.1627274,91.53679657,57.92824936,85.9381485,100.7437286,103.0907974,97.40368652,108.5144806,107.4919968,107.4632568,104.6269989,102.0112076,105.3131409,106.9122925,106.8861008,104.1634598,,,,,,
Colombia,COL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,102.5198669,105.1227188,105.3480606,107.3538284,106.6101227,108.0313873,108.8186111,111.2911377,114.978569,118.6600723,115.7823029,118.081131,109.6556473,109.4157104,107.4296036,105.349968,102.0963898,102.8693237,102.2192688,101.8725586,101.6859894,101.9930115,106.1498337,107.3372116,108.3130112,109.3637314,114.5764313,,119.2940063,119.6321793,120.9109192,118.9831314,120.9882736,,125.0218811,127.5044708,128.7177887,129.416748,129.4998932,129.6854248,124.2846069,120.5199738,116.5623627,116.6214676,113.7461319,113.5627213,113.9881668,112.6798782,
Comoros,COM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,39.26977921,39.82820892,50.28414154,56.83967972,68.5858078,83.92024994,96.03938293,,105.1656189,,117.6508789,,113.8736572,111.2978897,108.6288986,111.8513336,102.140892,102.1426697,100.6953278,99.05364227,102.4651108,106.7125092,100.3861694,102.1818237,,97.11476898,,101.0447311,92.94510651,103.1900024,,111.9913177,110.3323517,108.1850891,,,103.9731827,108.641243,,,108.0246506,,107.0317917,104.9748917,,,99.44759369,
Cabo Verde,CPV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,56.99930954,67.84066772,82.29453278,94.1660614,100.186821,124.8896484,117.2429886,116.1276474,114.9329834,113.5202179,112.5691528,111.9653397,106.1747513,112.1976318,113.7160492,115.120369,118.0925064,121.0034866,123.6140518,124.8429413,124.5016937,,,123.1225967,,,,123.5072479,122.7421112,120.7166367,119.2396164,118.6505814,116.7705688,114.1168289,112.4412308,111.8476028,109.6194,107.4542999,104.8334427,102.6094513,100.9567566,100.1829529,100.7031174,100.15242,98.32820892,96.69011688,95.87731171,
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,108.0524902,107.2856903,107.9376831,108.9702835,106.6234512,104.8114777,106.1668091,106.9990463,105.7820129,105.2269363,104.7254562,105.2317581,102.6454926,101.1497803,100.1362228,99.92015076,101.0804672,101.0944672,102.0539322,102.1173325,102.4016571,103.797699,105.2270737,106.0061493,106.4387512,107.2433701,108.1186523,108.3108597,108.4255219,116.2202606,112.6098328,112.8392792,111.7106934,,115.4074707,112.9710388,114.7845383,114.013298,115.4873199,117.0313034,116.9939423,115.977272,114.5572281,111.8353882,110.7871323,109.8174133,109.969101,,
Caribbean small states,CSS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,110.0965729,109.9744263,111.2056885,109.1522675,109.7122879,106.0171814,105.1614227,107.3183517,107.1539078,106.8266525,104.4483185,103.4931564,104.7497482,105.069397,104.4145279,104.6397629,104.2941208,105.5804062,105.527359,106.5817184,104.160202,102.2191086,102.1314926,102.0720291,102.8898697,102.6689377,102.529068,102.7135925,102.3134689,101.0341568,101.2916412,99.93630219,98.56455994,98.80683136,99.95845032,99.49024963,100.4817886,98.13247681,100.3372726,100.5259094,99.48692322,100.0983505,100.5931168,100.8974686,100.1788788,100.3032227,100.0250473,100.4025192,
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,116.6294937,116.2309189,118.3778534,119.1323929,120.6122589,122.0988693,120.7943192,118.4422379,114.7215805,110.3516006,105.9463272,103.7482224,104.2232132,103.7812119,102.2076721,101.9669037,102.6020279,101.8293991,101.0183411,99.70648193,98.05576324,99.64642334,100.0905914,101.7317429,101.2591019,104.9663315,104.4506073,102.0753403,101.8800583,101.1664963,100.4742889,100.218071,98.12516022,98.15493774,98.28379822,98.54152679,99.30864716,100.0036697,102.1314697,103.1049576,103.1170731,102.4773636,100.7352676,101.6104813,100.9441528,100.8474808,101.87854,
